000011,/html/body/div[1]/div/main/div[2]/div[1]/div/header/div[2]/h1/span,/html/body/div[1]/div/main/div[2]/div[1]/div/header/div[2]/div[1]/div,/html/body/div[1]/div/main/div[2]/div[1]/div/article/p[1],https://www.semana.com/mundo/articulo/protestas-en-francia-autoridades-informan-al-menos-427-detenciones-durante-el-sabado/202330/,Semana
000012,/html/body/div[1]/div/section/div[3]/div[1]/div/div[1]/div/div/div[2]/div/div[2]/h1/span,/html/body/div[1]/div/section/div[3]/div[1]/div/div[1]/div/div/div[5]/div[1]/div[1]/div/div[1]/div/span,/html/body/div[1]/div/section/div[3]/div[1]/div/div[1]/div/div/div[5]/div[1]/div[2]/div[1]/p[1],https://www.elcolombiano.com/cultura/la-mejor-biblioteca-de-antioquia-esta-en-santa-fe-de-antioquia-GM21875175,El Colombiano
000013,/html/body/div[1]/div/div/article/div[1]/h1,/html/body/div[1]/div/div/article/div[1]/div[3]/small[1],/html/body/div[1]/div/div/article/main/div/div[2]/div[3],https://www.elpais.com.co/judicial/intento-de-fuga-de-internos-en-el-centro-de-detencion-de-san-nicolas-en-cali-deja-un-herido-0155.html,El País
000014,/html/body/div[4]/div/div/div[1]/div/div/div/article/h1,/html/body/div[4]/div/div/div[1]/div/div/div/article/div[2]/span[2],/html/body/div[4]/div/div/div[1]/div/div/div/article/div[3]/p[1],https://www.las2orillas.co/las-dos-mascaras-kogui-que-le-devolvieron-los-alemanes-a-petro-terminaron-en-manos-de-sus-duenos/,Las 2 orillas
000015,/html/body/div[2]/main/div[2]/div/article/div[1]/div[1]/div/div/div[1]/h1,/html/body/div[2]/main/div[2]/div/article/div[1]/div[1]/div/div/div[1]/ol/li[3]/time/span,/html/body/div[2]/main/div[2]/div/article/div[1]/div[1]/div/div/div[2]/div[4]/section[1]/p[4],https://www.pulzo.com/entretenimiento/carolina-cruz-lincoln-palomeque-ella-dio-nuevos-detalles-sobre-su-separacion-PP2256809,Pulzo
000016,/html/body/div[1]/div[3]/div[2]/div[1]/h1,/html/body/div[1]/div[3]/div[2]/div[1]/p[1]/div,/html/body/div[1]/div[3]/div[3]/div/section[2]/div[3]/p[2]/i[1],https://www.portafolio.co/economia/gobierno/gobierno-alista-firma-de-decreto-que-oficializara-estdo-de-emergencia-en-la-guajira-585314,Portafolio
000017,/html/body/div[1]/div/div[3]/div[1]/div[2]/div[1]/h2/span,/html/body/div[1]/div/div[3]/div[1]/div[2]/div[2]/span,/html/body/div[1]/div/div[3]/div[2]/div[2]/div[1]/div[4]/p[1],https://www.larepublica.co/economia/cerro-junio-y-continuo-la-marcada-desaceleracion-del-sector-automotor-en-colombia-3650089,La República
000018,/html/body/div/div[1]/div/div[1]/div/div/div[2]/div/div/div/article/section[1]/div/div[4]/h1,/html/body/div/div[1]/div/div[1]/div/div/div[2]/div/div/div/article/section[1]/div/div[4]/h1,/html/body/div/div[1]/div/div[1]/div/div/div[2]/div/div/div/article/section[2]/div[4]/div[1]/p,https://www.elheraldo.co/medio-ambiente/poblacion-del-municipio-de-monitos-en-cordoba-cuido-gigantesca-tortuga-laud-hasta,El Heraldo
000019,/html/body/div[1]/div[3]/div/div[7]/div/div/main/section[1]/div[4]/div/h1/span,/html/body/div[1]/div[3]/div/div[7]/div/div/main/section[1]/div[5]/div/article/div/div[7]/span,/html/body/div[1]/div[3]/div/div[7]/div/div/main/section[1]/div[5]/div/article/div/div[5]/div[1]/div/div/p[1],https://www.laopinion.com.co/economia/calzado-espera-un-repunte-en-las-ventas-para-el-segundo-semestre,La Opinion
000020,/html/body/div[2]/div[2]/div/div/div[1]/div/div/div/div/div[2]/div/h1/span,/html/body/div[2]/div[2]/div/div/div[2]/div/section/div/div/div[2]/div/article/div/div/div[2]/time,/html/body/div[2]/div[2]/div/div/div[2]/div/section/div/div/div[2]/div/article/div/div/div[6]/p[2],https://www.elnuevodia.com.co/nuevodia/ibague/508794-un-peligro-con-tremendo-cuchillo-en-mano-mujer-causo-panico-en-desfile-en-ibague,El Nuevo Día
000021,/html/body/div/div/div/div[1]/main/article/div/header/h1,NULL,/html/body/div/div/div/div[1]/main/article/div/div/p[1],https://diariodelcauca.com.co/tiroteo-masivo-en-baltimore-2-muertos-y-28-heridos/,Diario del Cauca
000022,/html/body/div[1]/div[2]/div/div/main/article/div[1]/header/div[1]/div/h1,/html/body/div[1]/div[2]/div/div/main/article/div[1]/header/div[1]/div/span/span,/html/body/div[1]/div[2]/div/div/main/article/div[1]/div/p[1],https://elperiodicodeportivo.com.co/emiliana-arango-gano-y-esta-a-un-solo-triunfo-de-wimbledon/,El Periódico Deportivo
000023,/html/body/div[1]/div[5]/div/div[1]/h2,/html/body/div[1]/div[5]/div/div[1]/div[1],/html/body/div[1]/div[5]/div/div[2]/div/div/div[2]/div/p[3],https://www.proclamadelcauca.com/nuevo-pico-y-placa-en-cali-desde-4-de-julio/,Proclama Cauca y Valle
000024,/html/body/div[2]/div/div/div/article/header/h1,/html/body/div[2]/div/div/div/article/header/div[2]/div[1]/div/div[1]/time,/html/body/div[2]/div/div/div/article/div/div[1]/div[2]/div[1]/div/div[1]/p[1],https://eldeportivo.com.co/futbol-colombiano/liga-betplay/jimmy-congo-es-nuevo-jugador-del-deportivo-pereira/,El Deportivo
000025,/html/body/div[3]/div[1]/div[8]/div[2]/div[1]/div/article/div[1]/header/h1,/html/body/div[3]/div[1]/div[8]/div[2]/div[1]/div/article/div[1]/header/p/span[1]/time,/html/body/div[3]/div[1]/div[8]/div[2]/div[1]/div/article/div[1]/div[2]/p[2],https://www.minuto30.com/asi-avanzan-las-marchas-lgtbiq-en-medellin/1454439/,Minuto 30
000026,/html/body/div[3]/div[2]/div/div[3]/div[1]/article/div/h1/span,/html/body/div[3]/div[2]/div/div[3]/div[1]/article/div/p/span[2],/html/body/div[3]/div[2]/div/div[3]/div[1]/article/div/div[2]/h4[9]/span/strong,http://www.elpalpitar.com/noticias/entretenimiento/2022/02/a-greeicy-las-hormonas-le-hicieron-una-mala-jugada-mike-me-saludo-y-senti-fastidio/,El Palpitar
000027,/html/body/div[1]/div/div/div[2]/div/main/section/div/div/div/article/div/div/div[2]/div[2]/div/h1,/html/body/div[1]/div/div/div[2]/div/main/section/div/div/div/article/div/div/div[2]/div[2]/div/div/div[1]/div/div/div/div/div/div[2]/span/div/div[1]/span,/html/body/div[1]/div/div/div[2]/div/main/section/div/div/div/article/div/div/div[2]/div[4]/div/div/p[2],https://zonacero.com/politica/tristeza-y-rabia-reaccion-de-uribe-al-conocer-audio-de-zuluaga-sobre-odebrecht,Zona Cero
000028,/html/body/div[1]/div/div/div[1]/div[1]/article/div/header/h1,/html/body/div[1]/div/div/div[1]/div[1]/article/div/div[2]/span[1]/a/time,/html/body/div[1]/div/div/div[1]/div[1]/article/div/div[3]/p[2],https://www.elpaisvallenato.com/2023/07/01/spacex-lanza-el-telescopio-euclid-que-explorara-el-lado-oscuro-del-universo/,El País Vallenato
000029,/html/body/div[1]/div/div/div/div[1]/div[1]/article/div[2]/header/h1,/html/body/div[1]/div/div/div/div[1]/div[1]/article/div[2]/div[2]/span[2]/a/time,/html/body/div[1]/div/div/div/div[1]/div[1]/article/div[2]/div[3]/p[6],https://www.midiario.co/nacionales/aprobadas-356-hectareas-de-tierra-para-comunidades-afro-e-indigenas-de-la-guajira/,Mi Diario
000030,/html/body/div[3]/div/div/div/div[2]/div/div/div/div[1]/article/div/div/div/div/div/h1,/html/body/div[3]/div/div/div/div[2]/div/div/div/div[1]/article/div/div/div/div/div/div/div/div/div/time,/html/body/div[3]/div/div/div/div[2]/div/div/div/div[2]/div[1]/article/div[1]/div[2]/div[1]/div[3]/p[1],https://larazon.co/temas-del-dia/en-monteria-despiden-con-honores-al-patrullero-jaime-avila-asesinado-en-soacha/,La Razon
000031,/html/body/div[1]/div/section/div/div[3]/div[1]/div[1]/div/div/div/article/div[3]/h1,/html/body/div[1]/div/section/div/span/text()[1],/html/body/div[1]/div/section/div/div[3]/div[1]/div[1]/div/div/div/article/div[7]/div/p[5],Comerciantes iniciaron ruta turística en Sincelejo - El Meridiano,El Meridiano
000032,/html/body/section[1]/div/div[1]/h1,/html/body/section[1]/div/div[1]/h1,/html/body/div[3]/span/p[1],https://elpilon.com.co/zona-rural-de-la-jagua-de-ibirico-esta-azotada-por-la-delincuencia/,El Pilón
000033,/html/body/div[2]/div/div/div[1]/div[4]/div/div/div[1]/div[1]/p[1]/span,/html/body/div[2]/div/div/div[1]/div[4]/div/div/div[2]/div[1]/div/div/p,/html/body/div[2]/div/div/div[2]/div/div[1]/div/div[2]/div/div[1]/div/article/div[1]/p[1],https://www.eluniversal.com.co/cartagena/video-asi-se-vivio-la-marcha-del-orgullo-lgbtiq-2023-en-cartagena-fl8519227,El Universal
000034,/html/body/div[2]/div[1]/div/div/div/main/div/header/h1,/html/body/div[2]/div[1]/div/div/div/main/div/header/div/div[1],/html/body/div[2]/div[1]/div/div/div/main/div/div[2]/p[2],https://www.lapiragua.co/una-nina-de-tres-anos-murio-al-ser-aplastada-por-un-televisor-antiguo/,La Piragua
000035,/html/body/div[1]/div[1]/div/main/article/div[2]/header/h1,/html/body/div[1]/div[1]/div/main/article/div[2]/header/div/span[1]/a/time[1],/html/body/div[1]/div[1]/div/main/article/div[2]/div/p[2],https://periodismopublico.com/riesgo-de-incendios-forestales-por-fenomeno-del-nino-en-cundinamarca,Periodismo Público
000036,/html/body/div[2]/div/div/div/div/div/div[1]/div/div[1]/div[2]/div/div[2]/div/h1,/html/body/div[2]/div/div/div/div/div/div[1]/div/div[1]/div[2]/div/div[2]/div/p/span,/html/body/div[2]/div/div/div/div/div/div[1]/div/div[1]/div[3]/div/div[1]/p[2],https://diariodelhuila.com/asi-se-vivio-el-ultimo-desfile-del-festival-del-bambuco-en-su-edicion-62/,Diario del Huila
000037,/html/body/div[1]/div[3]/div[1]/figure/p[1]/text(),/html/body/div[1]/div[2]/span[2],/html/body/div[1]/div[3]/div[1]/div[2]/p[2],https://www.opanoticias.com/huila/la-calle-del-festival-esta-lista-para-entregarle-a-los-huilenses-y-turistas-los-mejores-conciertos/29913,Opanoticias
000038,/html/body/div[5]/div[2]/main/div/div/div[1]/div[1]/article/div[1]/h1/span,/html/body/div[5]/div[2]/main/div/div/div[1]/div[1]/article/div[1]/div[1]/div[2]/span/time/b,/html/body/div[5]/div[2]/main/div/div/div[1]/div[1]/article/div[3]/p[2],https://www.hoydiariodelmagdalena.com.co/archivos/828555/se-desplomo-puente-y-perdio-la-vida-un-cobradiario/,Hoy Diario del Magdalena
000039,/html/body/div[6]/section/div/div[3]/h1/text(),/html/body/div[6]/section/div/div[3]/div[1]/div/div/span,/html/body/div[6]/section/div/div[4]/div[3]/div/div/p[1]/text(),https://www.seguimiento.co/la-samaria/alcaldia-de-santa-marta-entrego-dotacion-de-equipos-medicos-centros-y-puestos-de-salud,Seguimiento
000040,/html/body/div[1]/div[3]/div[2]/div/div/div/article/div[1]/div[1]/div/div/div[1]/div[1]/div[1]/header/div/h1/text(),/html/body/div[1]/div[3]/div[2]/div/div/div/article/div[1]/div[1]/div/div/div[1]/div[1]/div[1]/header/div/div/div[1]/div[2]/div[2]/span/time,/html/body/div[1]/div[3]/div[2]/div/div/div/article/div[1]/div[1]/div/div/div[1]/div[2]/div[1]/div[1]/div/p[2]/text(),https://santamartaaldia.co/hasta-cuando-ladrones-continuan-robando-retrovisores-de-vehiculos-en-santa-marta/,Santa Marta Al Día
000041,/html/body/div[6]/div[2]/div/div[2]/div[1]/div/article/div[1]/header/h1,/html/body/div[6]/div[2]/div/div[2]/div[1]/div/article/div[1]/header/div/span/time,/html/body/div[6]/div[2]/div/div[2]/div[1]/div/article/div[3]/p[2]/text(),https://periodicodelmeta.com/accidente-durante-entrenamiento-aereo-en-apiay-deja-a-un-coronel-muerto/,Periódico del Meta
000042,/html/body/div[2]/div/div[2]/div[1]/main/article/div[1]/header/div/div/h1/text(),/html/body/div[2]/div/div[2]/div[1]/main/article/div[1]/header/div/div/div[2]/div/span[1]/span[2]/text(),/html/body/div[2]/div/div[2]/div[1]/main/article/div[1]/div[2]/div/p[1]/text(),https://xn--nariohoy-g3a.com/politica-german-cordoba-director-de-cambio-radical-denuncia-clientelismo-en-la-registraduria/,Nariño Hoy
000043,/html/body/div[3]/section[1]/div/div/div[1]/div/h1,/html/body/div[3]/section[1]/div/div/div[1]/div/span[1]/text()[2],/html/body/div[3]/section[1]/div/div/div[1]/div/article/p[1]/span/span/text(),https://www.elquindiano.com/noticia/44384/supersalud-exige-atencion-en-salud-y-alimentacion-en-la-guajira,El Quindiano
000044,/html/body/section[1]/div/div/div/div[1]/div/h1,/html/body/section[1]/div/div/div/div[1]/div/div[1]/text(),/html/body/section[1]/div/div/div/div[1]/div/article/p[4]/text(),https://www.cronicadelquindio.com/noticias/ciencia/bateria-de-litio-descontaminar-recargando,La Crónica del Quindío
000045,/html/body/main/section/div/div[2]/h2/text(),/html/body/main/section/div/div[1]/span,/html/body/main/section/div/div[2]/div/section[1]/div[2]/div[1]/div/p[1]/span/text(),https://www.elexpreso.co/es/precio-de-la-gasolina-aumentara-600-pesos-este-mes-asi-quedo-el-galon-en-algunas-ciudades-del-pais,El Expreso
000046,/html/body/div[1]/div/div/div[1]/div/div/div[5]/div/h1/span,/html/body/div[1]/div/div/div[1]/div/div/div[5]/div/div[1],/html/body/div[1]/div/div/div[2]/div/div[1]/div[3]/div/div[1]/div/p[1]/text(),https://www.vanguardia.com/colombia/los-audios-en-los-que-oscar-ivan-zuluaga-confiesa-el-ingreso-de-dineros-de-odebrecht-DL6940243,Vanguardia Liberal
000047,/html/body/div[1]/div[2]/div/div[4]/div[1]/article/div[3]/h1/span,/html/body/div[1]/div[2]/div/div[4]/div[1]/article/div[3]/p/span[1]/text(),/html/body/div[1]/div[2]/div/div[4]/div[1]/article/div[3]/div[2]/p[2]/text(),https://www.alaluzpublica.com/museo-panoptico-atractivo-para-visitar-en-ibague/,A La Luz Pública
000048,/html/body/div[4]/div[2]/div/div/section/div/section/div/div/div[2]/div/div[1]/div/div[1]/div[1]/div/div/div/h1/text(),/html/body/div[4]/div[2]/div/div/section/div/section/div/div/div[2]/div/div[1]/div/div[1]/div[3]/div[2]/div/div,/html/body/div[4]/div[2]/div/div/section/div/section/div/div/div[2]/div/div[1]/div/div[4]/div[2]/div/div/p[2]/text(),https://www.elolfato.com/justicia/carcel-a-hombre-que-se-hacia-pasar-como-integrante-de-las-farc-para-extorsionar-en-el,El Olfato
000049,/html/body/div[2]/div[2]/div[2]/div/div[1]/div[1]/div/article/header/h1,/html/body/div[2]/div[2]/div[2]/div/div[1]/div[1]/div/article/aside/dl/dd[2]/time,/html/body/div[2]/div[2]/div[2]/div/div[1]/div[1]/div/article/section[3]/div[2]/blockquote/p,https://www.elinformador.com.co/index.php/region-caribe/180-atlantico/300184-asesinaron-a-tiros-al-gerente-de-cootransoriente,El Informador
000050,/html/body/div[1]/div[4]/div/main/div/div/div/div/div[2]/article/header/h1,/html/body/div[1]/div[4]/div/main/div/div/div/div/div[2]/article/header/div[2]/span[2]/time[1],/html/body/div[1]/div[4]/div/main/div/div/div/div/div[2]/article/div/p[1]/text(),https://www.lanacion.com.co/en-pitalito-cayo-asesino-de-joven-en-caqueta/,La Nación
000051,/html/body/div[7]/div[2]/div/div/article/div/div/div[1]/div/div/div/div[2]/div/h1,/html/body/div[7]/div[2]/div/div/article/div/div/div[1]/div/div/div/div[4]/div/time,/html/body/div[7]/div[2]/div/div/article/div/div/div[1]/div/div/div/div[4]/div/time,https://www.eldiario.com.co/noticias/economia/en-pereira-la-gasolina-sobrepasara-los-13-000-pesos-por-galon/,El Diario
000052,/html/body/div[1]/div[3]/div/div[1]/div/div[1]/div/div[1]/div[2]/h1,/html/body/div[1]/div[3]/div/div[1]/div/div[1]/div/div[1]/div[2]/div/div[1]/span[2]/time,/html/body/div[1]/div[3]/div/div[1]/div/div[2]/div[1]/div/div/h3[1],https://mundonoticias.com.co/600-sube-desde-hoy-precio-de-la-gasolina/,Mundo Noticias
000053,/html/body/div[1]/div[1]/div/div/div[1]/article/div[1]/h1/text(),/html/body/div[1]/div[1]/div/div/div[1]/article/div[1]/div/p/span[1],/html/body/div[1]/div[1]/div/div/div[1]/article/div[4]/div/p[1]/span/text()[2],https://bolivarense.com/nueva-reforma-prohibira-transacciones-mayores-a-10-millones-para-evitar-evasion-de-impuestos/,El Bolivarense
000054,/html/body/div[1]/div/div/div[1]/aside/div[2]/div[2]/h1/span/text(),/html/body/div[1]/div/div/div[2]/div[1]/div/main/section/article/div/div[2]/time,/html/body/div[1]/div/div/div[2]/div[1]/div/main/section/article/div/div[6]/p[2]/text(),https://www.lapatria.com/economia/conozca-bien-lo-que-cambia-en-el-4x1000-exencion-actual-esta-vigente-desde-el-2006,La Patria
000055,/html/body/div[1]/div/main/article/header/h1/text(),/html/body/div[1]/div/main/article/header/div[2]/section/div/div/time,/html/body/div[1]/div/main/article/section/p[1]/text(),https://periodicovirtual.com/tropas-del-ejercito-destruyeron-trincheras-y-explosivos-usados-por-disidencias-en-balboa-cauca/,Periodico Virtual
